0,1
1,2
2,4
3,8
4,16
5,32
6,64
7,128
8,256
9,512
10,1024
11,2048
12,4096
13,8192
14,16384
15,32768
16,65536
17,131072
18,262144
19,524288
20,1048576
21,2097152
22,4194304
23,8388608
24,16777216
25,33554432
26,67108864
27,134217728
28,268435456
29,536870912
30,1073741824
31,2147483648
32,4294967296
33,8589934592
34,17179869184
35,34359738368
36,68719476736
37,1.37439E+11
38,2.74878E+11
39,5.49756E+11
40,1.09951E+12
41,2.19902E+12
42,4.39805E+12
43,8.79609E+12
44,1.75922E+13
45,3.51844E+13
46,7.03687E+13
47,1.40737E+14
48,2.81475E+14
49,5.6295E+14
50,1.1259E+15
51,2.2518E+15
52,4.5036E+15
53,9.0072E+15
54,1.80144E+16
55,3.60288E+16
56,7.20576E+16
57,1.44115E+17
58,2.8823E+17
59,5.76461E+17
60,1.15292E+18
61,2.30584E+18
62,4.61169E+18
63,9.22337E+18
64,1.84467E+19
65,3.68935E+19
66,7.3787E+19
67,1.47574E+20
68,2.95148E+20
69,5.90296E+20
70,1.18059E+21
71,2.36118E+21
72,4.72237E+21
73,9.44473E+21
74,1.88895E+22
75,3.77789E+22
76,7.55579E+22
77,1.51116E+23
78,3.02231E+23
79,6.04463E+23
80,1.20893E+24
81,2.41785E+24
82,4.8357E+24
83,9.67141E+24
84,1.93428E+25
85,3.86856E+25
86,7.73713E+25
87,1.54743E+26
88,3.09485E+26
89,6.1897E+26
90,1.23794E+27
91,2.47588E+27
92,4.95176E+27
93,9.90352E+27
94,1.9807E+28
95,3.96141E+28
96,7.92282E+28
97,1.58456E+29
98,3.16913E+29
99,6.33825E+29
100,1.26765E+30
101,2.5353E+30
102,5.0706E+30
103,1.01412E+31
104,2.02824E+31
105,4.05648E+31
106,8.11296E+31
107,1.62259E+32
108,3.24519E+32
109,6.49037E+32
110,1.29807E+33
111,2.59615E+33
112,5.1923E+33
113,1.03846E+34
114,2.07692E+34
115,4.15384E+34
116,8.30767E+34
117,1.66153E+35
118,3.32307E+35
119,6.64614E+35
120,1.32923E+36
121,2.65846E+36
122,5.31691E+36
123,1.06338E+37
124,2.12676E+37
125,4.25353E+37
126,8.50706E+37
127,1.70141E+38
128,3.40282E+38
129,6.80565E+38
130,1.36113E+39
131,2.72226E+39
132,5.44452E+39
133,1.0889E+40
134,2.17781E+40
135,4.35561E+40
136,8.71123E+40
137,1.74225E+41
138,3.48449E+41
139,6.96898E+41
140,1.3938E+42
141,2.78759E+42
142,5.57519E+42
143,1.11504E+43
144,2.23007E+43
145,4.46015E+43
146,8.9203E+43
147,1.78406E+44
148,3.56812E+44
149,7.13624E+44
150,1.42725E+45
151,2.8545E+45
152,5.70899E+45
153,1.1418E+46
154,2.2836E+46
155,4.56719E+46
156,9.13439E+46
157,1.82688E+47
158,3.65375E+47
159,7.30751E+47
160,1.4615E+48
161,2.923E+48
162,5.84601E+48
163,1.1692E+49
164,2.3384E+49
165,4.67681E+49
166,9.35361E+49
167,1.87072E+50
168,3.74144E+50
169,7.48289E+50
170,1.49658E+51
171,2.99316E+51
172,5.98631E+51
173,1.19726E+52
174,2.39452E+52
175,4.78905E+52
176,9.5781E+52
177,1.91562E+53
178,3.83124E+53
179,7.66248E+53
180,1.5325E+54
181,3.06499E+54
182,6.12998E+54
183,1.226E+55
184,2.45199E+55
185,4.90399E+55
186,9.80797E+55
187,1.96159E+56
188,3.92319E+56
189,7.84638E+56
190,1.56928E+57
191,3.13855E+57
192,6.2771E+57
193,1.25542E+58
194,2.51084E+58
195,5.02168E+58
196,1.00434E+59
197,2.00867E+59
198,4.01735E+59
199,8.03469E+59
200,1.60694E+60
201,3.21388E+60
202,6.42775E+60
203,1.28555E+61
204,2.5711E+61
205,5.1422E+61
206,1.02844E+62
207,2.05688E+62
208,4.11376E+62
209,8.22752E+62
210,1.6455E+63
211,3.29101E+63
212,6.58202E+63
213,1.3164E+64
214,2.63281E+64
215,5.26561E+64
216,1.05312E+65
217,2.10625E+65
218,4.21249E+65
219,8.42498E+65
220,1.685E+66
221,3.36999E+66
222,6.73999E+66
223,1.348E+67
224,2.69599E+67
225,5.39199E+67
226,1.0784E+68
227,2.1568E+68
228,4.31359E+68
229,8.62718E+68
230,1.72544E+69
231,3.45087E+69
232,6.90175E+69
233,1.38035E+70
234,2.7607E+70
235,5.5214E+70
236,1.10428E+71
237,2.20856E+71
238,4.41712E+71
239,8.83424E+71
240,1.76685E+72
241,3.53369E+72
242,7.06739E+72
243,1.41348E+73
244,2.82696E+73
245,5.65391E+73
246,1.13078E+74
247,2.26156E+74
248,4.52313E+74
249,9.04626E+74
250,1.80925E+75
251,3.6185E+75
252,7.23701E+75
253,1.4474E+76
254,2.8948E+76
255,5.7896E+76
256,1.15792E+77
257,2.31584E+77
258,4.63168E+77
259,9.26337E+77
260,1.85267E+78
261,3.70535E+78
262,7.41069E+78
263,1.48214E+79
264,2.96428E+79
265,5.92855E+79
266,1.18571E+80
267,2.37142E+80
268,4.74284E+80
269,9.48569E+80
270,1.89714E+81
271,3.79428E+81
272,7.58855E+81
273,1.51771E+82
274,3.03542E+82
275,6.07084E+82
276,1.21417E+83
277,2.42834E+83
278,4.85667E+83
279,9.71334E+83
280,1.94267E+84
281,3.88534E+84
282,7.77068E+84
283,1.55414E+85
284,3.10827E+85
285,6.21654E+85
286,1.24331E+86
287,2.48662E+86
288,4.97323E+86
289,9.94646E+86
290,1.98929E+87
291,3.97859E+87
292,7.95717E+87
293,1.59143E+88
294,3.18287E+88
295,6.36574E+88
296,1.27315E+89
297,2.54629E+89
298,5.09259E+89
299,1.01852E+90
300,2.03704E+90
